filename,style,texture,brand,occasion,material,fit,body_shape
001328_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001272_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001293_1.jpg,Traditional,Plain,Zara,Party,Leather,Loose fitting,Rectangle
001289_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Hourglass
001332_1.jpg,Streetwear,Patterned,H&M,Work,Cotton,Loose fitting,Rectangle
001336_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001305_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Loose fitting,Rectangle
001324_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001330_1.jpg,Formal,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001339_1.jpg,Formal,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001380_1.jpg,Casual,Plain,H&M,Work,Linen,Tight clothes,Hourglass
001355_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001377_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Hourglass
001390_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Hourglass
001391_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Hourglass
001360_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001373_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001353_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001361_1.jpg,Traditional,Plain,Zara,Party,Cotton,Loose fitting,Rectangle
001371_1.jpg,Formal,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001387_1.jpg,Streetwear,Plaid,H&M,Work,Synthetics,Tight clothes,Inverted Triangle
001350_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001348_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001381_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001400_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Hourglass
001365_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001399_1.jpg,Formal,Plain,Zara,Work,Silk,Loose fitting,Rectangle
001378_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001374_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001392_1.jpg,Streetwear,Plain,Uniqlo,Work,Leather,Tight clothes,Rectangle
001393_1.jpg,Streetwear,Plaid,H&M,Work,Cotton,Tight clothes,Rectangle
001354_1.jpg,Formal,Plain,H&M,Work,Leather,Tight clothes,Hourglass
001352_1.jpg,Formal,Plaid,H&M,Party,Cotton,Loose fitting,Rectangle
001385_1.jpg,Formal,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001389_1.jpg,Streetwear,Plain,Unknown,Work,Synthetics,Tight clothes,Rectangle
001402_1.jpg,Streetwear,Plain,Adidas,Work,Cotton,Tight clothes,Inverted Triangle
001384_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Hourglass
001388_1.jpg,Streetwear,Plaid,Zara,Party,Cotton,Loose fitting,Rectangle
001347_1.jpg,Streetwear,Plain,H&M,Party,Synthetics,Loose fitting,Rectangle
001375_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Hourglass
001364_1.jpg,Streetwear,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001372_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001369_1.jpg,Traditional,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001366_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001403_1.jpg,Streetwear,Plain,Adidas,Work,Cotton,Tight clothes,Inverted Triangle
001383_1.jpg,Streetwear,Plain,H&M,Party,Synthetics,Tight clothes,Hourglass
001358_1.jpg,Formal,Plain,Zara,Work,Cotton,Tight clothes,Hourglass
001343_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001344_1.jpg,Formal,Plain,Zara,Work,Leather,Tight clothes,Rectangle
001349_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Hourglass
001340_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001362_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001379_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Loose fitting,Rectangle
001386_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001401_1.jpg,Streetwear,Plain,Adidas,Work,Cotton,Loose fitting,Hourglass
001363_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001404_1.jpg,Streetwear,Plain,Adidas,Party,Cotton,Tight clothes,Inverted Triangle
001367_1.jpg,Streetwear,Plain,Uniqlo,Work,Linen,Loose fitting,Rectangle
001397_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001341_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001376_1.jpg,Formal,Plain,Zara,Work,Synthetics,Tight clothes,Hourglass
001351_1.jpg,Streetwear,Patterned,H&M,Party,Cotton,Loose fitting,Rectangle
001411_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001427_1.jpg,Formal,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001416_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001420_1.jpg,Formal,Plain,Zara,Party,Leather,Loose fitting,Rectangle
001428_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Loose fitting,Inverted Triangle
001415_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001457_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001429_1.jpg,Streetwear,Plain,Unknown,Work,Cotton,Loose fitting,Inverted Triangle
001408_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001430_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001438_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001440_1.jpg,Formal,Plain,Zara,Work,Synthetics,Tight clothes,Hourglass
001464_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001426_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001437_1.jpg,Streetwear,Plaid,Zara,Work,Cotton,Loose fitting,Rectangle
001458_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001410_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001466_1.jpg,Formal,Plain,Uniqlo,Work,Silk,Tight clothes,Rectangle
001406_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Tight clothes,Rectangle
001422_1.jpg,Formal,Plain,Zara,Work,Leather,Tight clothes,Inverted Triangle
001446_1.jpg,Streetwear,Stripes,Zara,Work,Cotton,Tight clothes,Rectangle
001431_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001469_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001467_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Tight clothes,Rectangle
001434_1.jpg,Streetwear,Plain,Zara,Work,Leather,Tight clothes,Rectangle
001436_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Loose fitting,Rectangle
001456_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Loose fitting,Inverted Triangle
001442_1.jpg,Formal,Plaid,Zara,Work,Leather,Tight clothes,Rectangle
001412_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Loose fitting,Rectangle
001409_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001460_1.jpg,Formal,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001424_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001451_1.jpg,Streetwear,Plaid,Zara,Work,Cotton,Loose fitting,Rectangle
001472_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001462_1.jpg,Streetwear,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001432_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Inverted Triangle
001452_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001453_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001447_1.jpg,Streetwear,Plaid,Zara,Work,Cotton,Loose fitting,Rectangle
001468_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001425_1.jpg,Streetwear,Plaid,H&M,Work,Synthetics,Loose fitting,Rectangle
001407_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Hourglass
001439_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001441_1.jpg,Formal,Plain,Unknown,Wedding,Synthetics,Tight clothes,Rectangle
001448_1.jpg,Streetwear,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001450_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Loose fitting,Rectangle
001421_1.jpg,Formal,Plaid,Zara,Formal Event,Leather,Tight clothes,Rectangle
001455_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001419_1.jpg,Streetwear,Plain,H&M,Work,Leather,Loose fitting,Rectangle
001433_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Hourglass
001449_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001471_1.jpg,Traditional,Plain,H&M,Work,Cotton,Loose fitting,Inverted Triangle
001461_1.jpg,Formal,Plain,H&M,Work,Linen,Tight clothes,Rectangle
001459_1.jpg,Formal,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001417_1.jpg,Streetwear,Plain,H&M,Party,Synthetics,Tight clothes,Inverted Triangle
001512_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Loose fitting,Inverted Triangle
001519_1.jpg,Formal,Plaid,Zara,Work,Cotton,Tight clothes,Rectangle
001487_1.jpg,Formal,Plain,Zara,Work,Leather,Tight clothes,Hourglass
001476_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001481_1.jpg,Streetwear,Plaid,Zara,Party,Cotton,Tight clothes,Rectangle
001494_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001528_1.jpg,Formal,Plaid,H&M,Work,Synthetics,Tight clothes,Rectangle
001496_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001522_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001492_1.jpg,Streetwear,Plain,H&M,Party,Linen,Loose fitting,Rectangle
001485_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001515_1.jpg,Streetwear,Plain,Unknown,Work,Synthetics,Loose fitting,Rectangle
001527_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001508_1.jpg,Streetwear,Plaid,Zara,Work,Cotton,Tight clothes,Rectangle
001498_1.jpg,Streetwear,Plain,Adidas,Work,Cotton,Tight clothes,Rectangle
001483_1.jpg,Streetwear,Stripes,H&M,Work,Cotton,Tight clothes,Rectangle
001503_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001493_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001525_1.jpg,Formal,Plain,Zara,Party,Linen,Loose fitting,Rectangle
001521_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001505_1.jpg,Streetwear,Plain,Uniqlo,Work,Linen,Tight clothes,Rectangle
001517_1.jpg,Streetwear,Plain,Unknown,Work,Cotton,Loose fitting,Rectangle
001486_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Loose fitting,Rectangle
001480_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001491_1.jpg,Streetwear,Plain,Zara,Work,Leather,Tight clothes,Hourglass
001506_1.jpg,Casual,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001482_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001518_1.jpg,Streetwear,Plaid,Zara,Work,Synthetics,Loose fitting,Rectangle
001499_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Rectangle
001478_1.jpg,Streetwear,Plain,Zara,Party,Synthetics,Tight clothes,Inverted Triangle
001526_1.jpg,Streetwear,Plain,Zara,Party,Cotton,Loose fitting,Rectangle
001488_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Loose fitting,Rectangle
001484_1.jpg,Formal,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001520_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001473_1.jpg,Formal,Plain,Adidas,Work,Synthetics,Tight clothes,Hourglass
001514_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001500_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Inverted Triangle
001523_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001474_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001513_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001490_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Tight clothes,Rectangle
001501_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Inverted Triangle
001511_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001495_1.jpg,Streetwear,Plain,Zara,Party,Cotton,Loose fitting,Rectangle
001479_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Loose fitting,Rectangle
001497_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Inverted Triangle
001504_1.jpg,Casual,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001516_1.jpg,Streetwear,Plain,Unknown,Work,Linen,Loose fitting,Rectangle
001524_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001509_1.jpg,Streetwear,Plain,H&M,Party,Synthetics,Loose fitting,Inverted Triangle
001529_1.jpg,Streetwear,Plaid,H&M,Work,Synthetics,Loose fitting,Rectangle
001502_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Inverted Triangle
001475_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Hourglass
001593_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001541_1.jpg,Formal,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001544_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001559_1.jpg,Formal,Plain,Zara,Work,Cotton,Loose fitting,Hourglass
001563_1.jpg,Streetwear,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001561_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Hourglass
001578_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001592_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001560_1.jpg,Formal,Plain,Zara,Work,Cotton,Loose fitting,Hourglass
001586_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Pear
001572_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001547_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001558_1.jpg,Formal,Plain,Unknown,Work,Synthetics,Loose fitting,Hourglass
001545_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001584_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Tight clothes,Rectangle
001577_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001546_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001581_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001567_1.jpg,Streetwear,Plaid,H&M,Work,Cotton,Loose fitting,Rectangle
001574_1.jpg,Formal,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001548_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001537_1.jpg,Streetwear,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001535_1.jpg,Streetwear,Plain,H&M,Party,Leather,Tight clothes,Inverted Triangle
001583_1.jpg,Formal,Plain,Zara,Work,Cotton,Tight clothes,Hourglass
001532_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Loose fitting,Rectangle
001570_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001582_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001571_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001530_1.jpg,Traditional,Plaid,H&M,Party,Synthetics,Loose fitting,Rectangle
001566_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001587_1.jpg,Streetwear,Patterned,H&M,Party,Cotton,Loose fitting,Rectangle
001538_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001562_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Hourglass
001576_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001573_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Loose fitting,Rectangle
001533_1.jpg,Streetwear,Plaid,H&M,Party,Synthetics,Loose fitting,Rectangle
001540_1.jpg,Formal,Plain,H&M,Formal Event,Silk,Loose fitting,Rectangle
001568_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001543_1.jpg,Streetwear,Plain,Zara,Party,Synthetics,Loose fitting,Rectangle
001536_1.jpg,Formal,Plain,H&M,Party,Silk,Loose fitting,Inverted Triangle
001575_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Tight clothes,Rectangle
001585_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Loose fitting,Rectangle
001569_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001549_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Tight clothes,Rectangle
001551_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001557_1.jpg,Streetwear,Plain,Unknown,Party,Synthetics,Loose fitting,Rectangle
001591_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001531_1.jpg,Formal,Plain,H&M,Party,Cotton,Tight clothes,Rectangle
001580_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001565_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001564_1.jpg,Traditional,Plain,H&M,Work,Cotton,Tight clothes,Rectangle
001556_1.jpg,Formal,Plain,Unknown,Work,Synthetics,Loose fitting,Hourglass
001555_1.jpg,Streetwear,Plain,H&M,Party,Cotton,Loose fitting,Inverted Triangle
001579_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Rectangle
001627_1.jpg,Formal,Plain,H&M,Party,Leather,Tight clothes,Rectangle
001606_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001612_1.jpg,Formal,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001614_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Rectangle
001639_1.jpg,Formal,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001616_1.jpg,Streetwear,Patterned,H&M,Work,Cotton,Loose fitting,Inverted Triangle
001632_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Hourglass
001658_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Loose fitting,Rectangle
001607_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001633_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Hourglass
001652_1.jpg,Streetwear,Plain,Uniqlo,Work,Leather,Tight clothes,Rectangle
001621_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Rectangle
001613_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001602_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001654_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Loose fitting,Rectangle
001634_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Hourglass
001649_1.jpg,Streetwear,Plain,H&M,Work,Leather,Tight clothes,Rectangle
001660_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Inverted Triangle
001640_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001641_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Tight clothes,Rectangle
001595_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001661_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Inverted Triangle
001615_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001657_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Loose fitting,Rectangle
001635_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Tight clothes,Hourglass
001610_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Rectangle
001601_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001636_1.jpg,Formal,Plain,H&M,Work,Cotton,Tight clothes,Hourglass
001638_1.jpg,Formal,Plaid,Zara,Party,Cotton,Loose fitting,Rectangle
001650_1.jpg,Streetwear,Plain,Zara,Work,Cotton,Tight clothes,Rectangle
001626_1.jpg,Streetwear,Plain,Zara,Party,Cotton,Tight clothes,Rectangle
001643_1.jpg,Streetwear,Plain,H&M,Work,Linen,Loose fitting,Rectangle
001597_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001611_1.jpg,Formal,Plain,Zara,Work,Leather,Tight clothes,Hourglass
001642_1.jpg,Streetwear,Plain,Zara,Party,Cotton,Loose fitting,Inverted Triangle
001594_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001647_1.jpg,Formal,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001604_1.jpg,Formal,Plain,H&M,Formal Event,Silk,Tight clothes,Rectangle
001629_1.jpg,Streetwear,Plaid,Zara,Work,Leather,Tight clothes,Rectangle
001598_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001619_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Tight clothes,Rectangle
001655_1.jpg,Streetwear,Plain,H&M,Work,Cotton,Loose fitting,Rectangle
001645_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001622_1.jpg,Formal,Plain,H&M,Work,Synthetics,Tight clothes,Hourglass
001624_1.jpg,Streetwear,Stripes,H&M,Work,Cotton,Tight clothes,Rectangle
001648_1.jpg,Streetwear,Plain,Adidas,Work,Synthetics,Tight clothes,Hourglass
001618_1.jpg,Streetwear,Patterned,H&M,Party,Cotton,Loose fitting,Rectangle
001656_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Tight clothes,Hourglass
001599_1.jpg,Streetwear,Plain,H&M,Work,Synthetics,Tight clothes,Rectangle
001623_1.jpg,Streetwear,Plain,Uniqlo,Work,Cotton,Tight clothes,Hourglass
001608_1.jpg,Streetwear,Plain,H&M,Party,Leather,Tight clothes,Rectangle
001620_1.jpg,Streetwear,Plain,Zara,Work,Synthetics,Tight clothes,Rectangle
001659_1.jpg,Streetwear,Plain,Uniqlo,Work,Synthetics,Loose fitting,Rectangle
